,Mediator,Outcome,Gravidity,Age group,N,Interaction,Aim1 effect,Total effect,Total effect 95% CI,Average mediated effect,Average mediated effect 95% CI,ACME p after BH adjustment,Average direct effect,Average direct effect 95% CI
125,Low birth weight,Weight-for-age Z score,Multi,1 day-3 months,474,1,-0.0459,-0.0543,"[-0.2411, 0.1253]",-0.0325,"[-0.1266, 0.052]",NA,-0.0217,"[-0.183, 0.1336]"
126,Low birth weight,Weight-for-age Z score,Multi,1 day-3 months,474,0,-0.0305,-0.0644,"[-0.244, 0.1101]",-0.0326,"[-0.1212, 0.0461]",NA,-0.0317,"[-0.1823, 0.1233]"
127,Low birth weight,Weight-for-age Z score,Single,1 day-3 months,146,1,-0.1521,-0.0328,"[-0.4238, 0.3546]",0.1104,"[-0.0911, 0.3828]",NA,-0.1433,"[-0.5183, 0.2211]"
128,Low birth weight,Weight-for-age Z score,Single,1 day-3 months,146,0,-0.1526,-0.0436,"[-0.3881, 0.3244]",0.1114,"[-0.0807, 0.3339]",NA,-0.155,"[-0.4388, 0.152]"
129,Low birth weight,Weight-for-age Z score,All,>3-6 months,587,1,-0.0451,-0.0126,"[-0.1854, 0.1667]",-0.0028,"[-0.0443, 0.0352]",NA,-0.0098,"[-0.1858, 0.1696]"
130,Low birth weight,Weight-for-age Z score,All,>3-6 months,587,0,-0.0201,-0.0242,"[-0.1915, 0.1466]",-0.0021,"[-0.0371, 0.0372]",NA,-0.0221,"[-0.1861, 0.1572]"
131,Low birth weight,Weight-for-age Z score,Multi,>3-6 months,454,1,-0.0417,0.0059,"[-0.1907, 0.2103]",-0.0133,"[-0.067, 0.0282]",NA,0.0192,"[-0.1742, 0.2225]"
132,Low birth weight,Weight-for-age Z score,Multi,>3-6 months,454,0,0.0005,-0.0132,"[-0.2099, 0.177]",-0.012,"[-0.0564, 0.0231]",NA,-0.0013,"[-0.1939, 0.1938]"
133,Low birth weight,Weight-for-age Z score,Single,>3-6 months,133,1,-0.0761,-0.0842,"[-0.5123, 0.3702]",0.0732,"[-0.065, 0.2866]",NA,-0.1574,"[-0.6288, 0.2776]"
134,Low birth weight,Weight-for-age Z score,Single,>3-6 months,133,0,-0.1271,-0.0668,"[-0.4674, 0.3355]",0.0641,"[-0.0534, 0.2314]",NA,-0.1309,"[-0.4966, 0.2656]"
135,Low birth weight,Weight-for-age Z score,All,>6-9 months,570,1,-0.0345,0.0371,"[-0.1491, 0.2304]",-0.0016,"[-0.0448, 0.0427]",NA,0.0387,"[-0.1455, 0.231]"
136,Low birth weight,Weight-for-age Z score,All,>6-9 months,570,0,0.0213,0.0177,"[-0.1571, 0.1991]",-0.0014,"[-0.042, 0.0424]",NA,0.0191,"[-0.1545, 0.2069]"
137,Low birth weight,Weight-for-age Z score,Multi,>6-9 months,443,1,-0.0267,0.0401,"[-0.1621, 0.2584]",-0.0048,"[-0.045, 0.0298]",NA,0.0449,"[-0.1585, 0.2599]"
138,Low birth weight,Weight-for-age Z score,Multi,>6-9 months,443,0,0.0232,0.0175,"[-0.1866, 0.2167]",-0.0039,"[-0.0361, 0.0243]",NA,0.0214,"[-0.1804, 0.2273]"
139,Low birth weight,Weight-for-age Z score,All,>9-12 months,558,1,-0.024,0.0416,"[-0.1402, 0.2364]",0.0003,"[-0.0369, 0.0379]",NA,0.0413,"[-0.1373, 0.2273]"
140,Low birth weight,Weight-for-age Z score,All,>9-12 months,558,0,0.0256,0.0244,"[-0.1508, 0.2004]",0.0008,"[-0.0337, 0.0374]",NA,0.0236,"[-0.1454, 0.2068]"
141,Low birth weight,Weight-for-age Z score,Multi,>9-12 months,437,1,-0.0095,0.0616,"[-0.1385, 0.2706]",-0.0032,"[-0.0391, 0.0287]",NA,0.0648,"[-0.1323, 0.2696]"
142,Low birth weight,Weight-for-age Z score,Multi,>9-12 months,437,0,0.0428,0.0385,"[-0.1571, 0.2387]",-0.0024,"[-0.0308, 0.0223]",NA,0.0409,"[-0.1531, 0.2415]"
143,Low birth weight,Weight-for-length Z score,All,Birth,596,1,-0.0187,0.0124,"[-0.1953, 0.2282]",0.0098,"[-0.0805, 0.1033]",NA,0.0026,"[-0.1954, 0.2072]"
144,Low birth weight,Weight-for-length Z score,All,Birth,596,0,-0.0063,0.0015,"[-0.2073, 0.2082]",0.01,"[-0.078, 0.1064]",NA,-0.0085,"[-0.1949, 0.1886]"
145,Low birth weight,Weight-for-length Z score,Multi,Birth,457,1,-0.0685,-0.0379,"[-0.2864, 0.2163]",-0.0088,"[-0.1283, 0.1111]",NA,-0.0291,"[-0.2504, 0.1915]"
146,Low birth weight,Weight-for-length Z score,Multi,Birth,457,0,-0.0438,-0.0542,"[-0.3085, 0.1939]",-0.0084,"[-0.1261, 0.098]",NA,-0.0458,"[-0.2567, 0.1739]"
147,Low birth weight,Weight-for-length Z score,Single,Birth,139,1,0.2084,0.3218,"[-0.1865, 0.8358]",0.0631,"[-0.1112, 0.3039]",NA,0.2588,"[-0.2628, 0.7704]"
148,Low birth weight,Weight-for-length Z score,Single,Birth,139,0,0.2246,0.2896,"[-0.1621, 0.7463]",0.0654,"[-0.0935, 0.2769]",NA,0.2242,"[-0.2003, 0.6528]"
149,Low birth weight,Weight-for-length Z score,All,1 day-3 months,594,1,0.1851,0.1839,"[0.0247, 0.3553]",-0.0008,"[-0.0245, 0.0221]",NA,0.1847,"[0.0255, 0.349]"
150,Low birth weight,Weight-for-length Z score,All,1 day-3 months,594,0,0.1804,0.1785,"[0.0207, 0.3371]",-0.0001,"[-0.0228, 0.0251]",NA,0.1786,"[0.0304, 0.3392]"
151,Low birth weight,Weight-for-length Z score,Multi,1 day-3 months,457,1,0.2204,0.2487,"[0.0635, 0.4301]",-0.0058,"[-0.0454, 0.0278]",NA,0.2545,"[0.0762, 0.4357]"
152,Low birth weight,Weight-for-length Z score,Multi,1 day-3 months,457,0,0.2434,0.2367,"[0.0602, 0.4117]",-0.0054,"[-0.0419, 0.0257]",NA,0.242,"[0.0682, 0.4181]"
153,Low birth weight,Weight-for-length Z score,Single,1 day-3 months,137,1,0.0979,-0.0022,"[-0.4499, 0.4142]",0.0135,"[-0.0718, 0.1383]",NA,-0.0156,"[-0.4752, 0.3903]"
154,Low birth weight,Weight-for-length Z score,Single,1 day-3 months,137,0,0.0294,0.0316,"[-0.3419, 0.4153]",0.0041,"[-0.0912, 0.1113]",NA,0.0275,"[-0.3289, 0.3927]"
155,Low birth weight,Weight-for-length Z score,All,>3-6 months,586,1,0.075,0.1121,"[-0.0646, 0.3095]",0.0017,"[-0.0214, 0.0262]",NA,0.1104,"[-0.0715, 0.2994]"
156,Low birth weight,Weight-for-length Z score,All,>3-6 months,586,0,0.1,0.0999,"[-0.0763, 0.2801]",0.0023,"[-0.0189, 0.0313]",NA,0.0976,"[-0.0752, 0.2784]"
157,Low birth weight,Weight-for-length Z score,Multi,>3-6 months,452,1,0.1068,0.1762,"[-0.0235, 0.3922]",-0.0021,"[-0.0257, 0.0176]",NA,0.1783,"[-0.0246, 0.3957]"
158,Low birth weight,Weight-for-length Z score,Multi,>3-6 months,452,0,0.1581,0.1557,"[-0.0409, 0.3525]",-0.0009,"[-0.021, 0.0186]",NA,0.1566,"[-0.0365, 0.3592]"
159,Low birth weight,Weight-for-length Z score,Single,>3-6 months,134,1,-0.0214,-0.076,"[-0.5349, 0.3923]",0.1101,"[-0.0403, 0.3678]",NA,-0.1862,"[-0.6376, 0.2244]"
160,Low birth weight,Weight-for-length Z score,Single,>3-6 months,134,0,-0.1123,-0.0314,"[-0.4516, 0.4415]",0.0827,"[-0.0498, 0.32]",NA,-0.1141,"[-0.4864, 0.2862]"
161,Low birth weight,Weight-for-length Z score,All,>6-9 months,568,1,0.0681,0.0929,"[-0.0865, 0.2875]",-0.0011,"[-0.0199, 0.0164]",NA,0.094,"[-0.0878, 0.2856]"
162,Low birth weight,Weight-for-length Z score,All,>6-9 months,568,0,0.0848,0.0821,"[-0.0924, 0.2671]",-0.0008,"[-0.0195, 0.0187]",NA,0.0828,"[-0.0923, 0.2669]"
163,Low birth weight,Weight-for-length Z score,Multi,>6-9 months,441,1,0.0941,0.1364,"[-0.067, 0.3446]",0,"[-0.0197, 0.0188]",NA,0.1364,"[-0.0642, 0.346]"
164,Low birth weight,Weight-for-length Z score,Multi,>6-9 months,441,0,0.121,0.1202,"[-0.0769, 0.3241]",0.0009,"[-0.0165, 0.0193]",NA,0.1193,"[-0.0769, 0.3236]"
165,Low birth weight,Weight-for-length Z score,All,>9-12 months,558,1,-0.0016,0.0537,"[-0.1327, 0.2457]",0.0001,"[-0.0244, 0.0246]",NA,0.0536,"[-0.1333, 0.2459]"
166,Low birth weight,Weight-for-length Z score,All,>9-12 months,558,0,0.0395,0.0382,"[-0.1427, 0.2269]",0.0006,"[-0.023, 0.0262]",NA,0.0376,"[-0.1415, 0.227]"
167,Low birth weight,Weight-for-length Z score,Multi,>9-12 months,437,1,0.0572,0.1378,"[-0.0689, 0.359]",-0.0017,"[-0.0291, 0.0216]",NA,0.1395,"[-0.0702, 0.3543]"
168,Low birth weight,Weight-for-length Z score,Multi,>9-12 months,437,0,0.1153,0.1126,"[-0.0878, 0.322]",-0.0008,"[-0.0233, 0.0204]",NA,0.1134,"[-0.087, 0.325]"
169,Placental malaria,Length-for-age Z score,All,Birth,622,1,-0.2377,-0.2485,"[-0.4078, -0.0842]",0.0358,"[-0.0308, 0.1029]",NA,-0.2843,"[-0.4624, -0.0967]"
170,Placental malaria,Length-for-age Z score,All,Birth,622,0,-0.2884,-0.2547,"[-0.4181, -0.0859]",0.0358,"[-0.0318, 0.1055]",NA,-0.2905,"[-0.4672, -0.1116]"
171,Placental malaria,Length-for-age Z score,Multi,Birth,476,1,-0.2727,-0.2421,"[-0.4383, -0.0381]",0.0293,"[-0.0522, 0.1117]",NA,-0.2714,"[-0.4829, -0.0634]"
172,Placental malaria,Length-for-age Z score,Multi,Birth,476,0,-0.2778,-0.2492,"[-0.4445, -0.0475]",0.0314,"[-0.0524, 0.1189]",NA,-0.2806,"[-0.486, -0.0731]"
173,Placental malaria,Length-for-age Z score,Single,Birth,146,1,0.0474,-0.3093,"[-0.6802, 0.0618]",0.015,"[-0.1831, 0.2044]",NA,-0.3242,"[-0.755, 0.1158]"
174,Placental malaria,Length-for-age Z score,Single,Birth,146,0,-0.3753,-0.3287,"[-0.6726, 0.0203]",0.0496,"[-0.0572, 0.1833]",NA,-0.3783,"[-0.7618, 0.0105]"
175,Placental malaria,Length-for-age Z score,All,1 day-3 months,607,1,-0.151,-0.1926,"[-0.3394, -0.0332]",0.0051,"[-0.063, 0.0692]",NA,-0.1977,"[-0.375, -0.0124]"
176,Placental malaria,Length-for-age Z score,All,1 day-3 months,607,0,-0.2025,-0.1996,"[-0.3474, -0.0408]",0.0049,"[-0.0625, 0.0691]",NA,-0.2045,"[-0.3689, -0.0324]"
177,Placental malaria,Length-for-age Z score,Multi,1 day-3 months,465,1,-0.2105,-0.2275,"[-0.4051, -0.0464]",0.0103,"[-0.0656, 0.0872]",NA,-0.2378,"[-0.4271, -0.0446]"
178,Placental malaria,Length-for-age Z score,Multi,1 day-3 months,465,0,-0.2412,-0.2339,"[-0.4091, -0.0524]",0.0092,"[-0.0714, 0.0859]",NA,-0.2431,"[-0.4342, -0.056]"
179,Placental malaria,Length-for-age Z score,Single,1 day-3 months,142,1,0.7437,-0.1066,"[-0.4957, 0.2848]",-0.0576,"[-0.3531, 0.2064]",NA,-0.049,"[-0.5396, 0.491]"
180,Placental malaria,Length-for-age Z score,Single,1 day-3 months,142,0,-0.1321,-0.1299,"[-0.4739, 0.245]",0.0053,"[-0.1608, 0.1891]",NA,-0.1352,"[-0.5317, 0.2884]"
181,Placental malaria,Length-for-age Z score,All,>3-6 months,587,1,-0.0299,-0.1301,"[-0.2921, 0.0337]",0.0015,"[-0.0753, 0.077]",NA,-0.1316,"[-0.3199, 0.0656]"
182,Placental malaria,Length-for-age Z score,All,>3-6 months,587,0,-0.1353,-0.1375,"[-0.2956, 0.0334]",0.0003,"[-0.075, 0.0708]",NA,-0.1378,"[-0.3179, 0.0559]"
183,Placental malaria,Length-for-age Z score,Multi,>3-6 months,453,1,-0.1195,-0.1918,"[-0.3806, -0.0015]",0.002,"[-0.0788, 0.0802]",NA,-0.1937,"[-0.4059, 0.0127]"
184,Placental malaria,Length-for-age Z score,Multi,>3-6 months,453,0,-0.1917,-0.1988,"[-0.3849, -0.0061]",-0.0049,"[-0.0845, 0.0753]",NA,-0.194,"[-0.4008, 0.0124]"
185,Placental malaria,Length-for-age Z score,Single,>3-6 months,134,1,1.2425,0.0108,"[-0.3855, 0.4443]",-0.0712,"[-0.4921, 0.3116]",NA,0.082,"[-0.5095, 0.7638]"
186,Placental malaria,Length-for-age Z score,Single,>3-6 months,134,0,-0.0586,-0.0309,"[-0.3986, 0.3516]",0.0337,"[-0.1567, 0.2472]",NA,-0.0647,"[-0.495, 0.3691]"
187,Placental malaria,Length-for-age Z score,All,>6-9 months,569,1,-0.0307,-0.1082,"[-0.2771, 0.067]",-0.0144,"[-0.0896, 0.057]",NA,-0.0938,"[-0.2897, 0.1023]"
188,Placental malaria,Length-for-age Z score,All,>6-9 months,569,0,-0.0994,-0.1168,"[-0.2786, 0.0647]",-0.0152,"[-0.0897, 0.0545]",NA,-0.1015,"[-0.2851, 0.0964]"
189,Placental malaria,Length-for-age Z score,Multi,>6-9 months,442,1,-0.0842,-0.154,"[-0.3568, 0.0474]",-0.0089,"[-0.0964, 0.0714]",NA,-0.145,"[-0.363, 0.0681]"
190,Placental malaria,Length-for-age Z score,Multi,>6-9 months,442,0,-0.1446,-0.1609,"[-0.3674, 0.0438]",-0.0141,"[-0.1049, 0.0712]",NA,-0.1468,"[-0.3638, 0.0673]"
191,Placental malaria,Length-for-age Z score,Single,>6-9 months,127,1,0.7801,-0.0147,"[-0.4066, 0.4238]",-0.0837,"[-0.4686, 0.2411]",NA,0.0691,"[-0.5138, 0.6887]"
192,Placental malaria,Length-for-age Z score,Single,>6-9 months,127,0,-0.0233,-0.0461,"[-0.4031, 0.3297]",-0.0161,"[-0.2016, 0.1614]",NA,-0.03,"[-0.4489, 0.401]"
193,Placental malaria,Length-for-age Z score,All,>9-12 months,558,1,-0.016,-0.0132,"[-0.1616, 0.1436]",-0.0066,"[-0.0758, 0.0616]",NA,-0.0066,"[-0.1836, 0.1735]"
194,Placental malaria,Length-for-age Z score,All,>9-12 months,558,0,-0.0124,-0.0204,"[-0.1672, 0.1455]",-0.0059,"[-0.0745, 0.0588]",NA,-0.0145,"[-0.1835, 0.1648]"
195,Placental malaria,Length-for-age Z score,Multi,>9-12 months,437,1,-0.0765,-0.0878,"[-0.2689, 0.0899]",0.0077,"[-0.0691, 0.0839]",NA,-0.0956,"[-0.2968, 0.0988]"
196,Placental malaria,Length-for-age Z score,Multi,>9-12 months,437,0,-0.0991,-0.0934,"[-0.2738, 0.0908]",0.0076,"[-0.0726, 0.0833]",NA,-0.1009,"[-0.2924, 0.0964]"
197,Placental malaria,Length-for-age Z score,Single,>9-12 months,121,1,0.9433,0.2021,"[-0.1492, 0.5897]",-0.0884,"[-0.4256, 0.1749]",NA,0.2905,"[-0.2064, 0.8396]"
198,Placental malaria,Length-for-age Z score,Single,>9-12 months,121,0,0.2049,0.1737,"[-0.1495, 0.5094]",-0.0253,"[-0.1949, 0.135]",NA,0.1991,"[-0.1696, 0.5782]"
199,Placental malaria,Weight-for-age Z score,All,Birth,633,1,-0.2627,-0.1323,"[-0.2791, 0.0249]",0.0674,"[0.0034, 0.133]",NA,-0.1997,"[-0.3669, -0.0235]"
200,Placental malaria,Weight-for-age Z score,All,Birth,633,0,-0.2054,-0.1379,"[-0.2824, 0.0208]",0.069,"[0.003, 0.1363]",NA,-0.2069,"[-0.3679, -0.0429]"
201,Placental malaria,Weight-for-age Z score,Multi,Birth,481,1,-0.3102,-0.191,"[-0.3657, -0.0007]",0.0826,"[0.0053, 0.1631]",NA,-0.2736,"[-0.4599, -0.0799]"
202,Placental malaria,Weight-for-age Z score,Multi,Birth,481,0,-0.2836,-0.1977,"[-0.3749, -0.0224]",0.0882,"[0.0093, 0.1744]",NA,-0.2859,"[-0.4771, -0.0953]"
203,Placental malaria,Weight-for-age Z score,Single,Birth,152,1,0.6404,0.0943,"[-0.2558, 0.4425]",-0.0184,"[-0.1938, 0.1557]",NA,0.1127,"[-0.2722, 0.5051]"
204,Placental malaria,Weight-for-age Z score,Single,Birth,152,0,0.051,0.073,"[-0.2527, 0.4111]",0.026,"[-0.085, 0.1566]",NA,0.0471,"[-0.2974, 0.4057]"
205,Placental malaria,Weight-for-age Z score,All,1 day-3 months,620,1,-0.0005,-0.0432,"[-0.1902, 0.1122]",0.0288,"[-0.0378, 0.0967]",NA,-0.072,"[-0.2458, 0.1115]"
206,Placental malaria,Weight-for-age Z score,All,1 day-3 months,620,0,-0.0768,-0.0498,"[-0.1905, 0.1009]",0.0286,"[-0.0387, 0.0953]",NA,-0.0785,"[-0.2481, 0.0955]"
207,Placental malaria,Weight-for-age Z score,Multi,1 day-3 months,474,1,-0.0649,-0.0526,"[-0.2229, 0.1241]",0.0272,"[-0.0486, 0.1046]",NA,-0.0798,"[-0.2687, 0.1124]"
208,Placental malaria,Weight-for-age Z score,Multi,1 day-3 months,474,0,-0.0844,-0.059,"[-0.224, 0.1113]",0.0273,"[-0.0487, 0.1053]",NA,-0.0863,"[-0.2761, 0.0995]"
209,Placental malaria,Weight-for-age Z score,Single,1 day-3 months,146,1,1.0233,-0.0151,"[-0.3741, 0.357]",-0.0488,"[-0.375, 0.2421]",NA,0.0337,"[-0.4586, 0.6272]"
210,Placental malaria,Weight-for-age Z score,Single,1 day-3 months,146,0,-0.072,-0.0468,"[-0.3789, 0.3046]",0.0304,"[-0.14, 0.2257]",NA,-0.0773,"[-0.4885, 0.3356]"
211,Placental malaria,Weight-for-age Z score,All,>3-6 months,587,1,0.0445,-0.017,"[-0.1842, 0.1561]",0.0263,"[-0.0448, 0.1008]",NA,-0.0433,"[-0.2356, 0.1551]"
212,Placental malaria,Weight-for-age Z score,All,>3-6 months,587,0,-0.048,-0.0248,"[-0.1849, 0.1529]",0.025,"[-0.0488, 0.0986]",NA,-0.0499,"[-0.2317, 0.1433]"
213,Placental malaria,Weight-for-age Z score,Multi,>3-6 months,454,1,0.0362,-0.0027,"[-0.1986, 0.2027]",0.0073,"[-0.0807, 0.0923]",NA,-0.0101,"[-0.2306, 0.2063]"
214,Placental malaria,Weight-for-age Z score,Multi,>3-6 months,454,0,-0.0116,-0.0097,"[-0.2075, 0.1918]",0.0044,"[-0.0799, 0.0906]",NA,-0.014,"[-0.2261, 0.2023]"
215,Placental malaria,Weight-for-age Z score,Single,>3-6 months,133,1,-0.0434,-0.063,"[-0.445, 0.3188]",0.1006,"[-0.0491, 0.3084]",NA,-0.1636,"[-0.5589, 0.2299]"
216,Placental malaria,Weight-for-age Z score,Single,>3-6 months,133,0,-0.1897,-0.075,"[-0.4645, 0.3092]",0.1189,"[-0.0091, 0.2864]",NA,-0.194,"[-0.584, 0.2035]"
217,Placental malaria,Weight-for-age Z score,All,>6-9 months,570,1,0.1333,0.0266,"[-0.1461, 0.2036]",-0.0043,"[-0.0849, 0.0714]",NA,0.0309,"[-0.1681, 0.237]"
218,Placental malaria,Weight-for-age Z score,All,>6-9 months,570,0,0.0266,0.0187,"[-0.153, 0.2076]",-0.006,"[-0.0836, 0.0684]",NA,0.0246,"[-0.1681, 0.2333]"
219,Placental malaria,Weight-for-age Z score,Multi,>6-9 months,443,1,0.0788,0.0271,"[-0.1756, 0.2358]",-0.0132,"[-0.1034, 0.0703]",NA,0.0402,"[-0.1766, 0.263]"
220,Placental malaria,Weight-for-age Z score,Multi,>6-9 months,443,0,0.0377,0.0196,"[-0.1853, 0.2288]",-0.0156,"[-0.104, 0.0716]",NA,0.0352,"[-0.186, 0.2587]"
221,Placental malaria,Weight-for-age Z score,Single,>6-9 months,127,1,1.1888,0.0296,"[-0.4035, 0.4795]",-0.0621,"[-0.3802, 0.2181]",NA,0.0917,"[-0.4459, 0.6823]"
222,Placental malaria,Weight-for-age Z score,Single,>6-9 months,127,0,-0.0384,-0.0119,"[-0.4265, 0.4238]",0.0348,"[-0.1467, 0.2361]",NA,-0.0467,"[-0.5016, 0.4354]"
223,Placental malaria,Weight-for-age Z score,All,>9-12 months,558,1,0.0993,0.0319,"[-0.136, 0.2083]",-0.008,"[-0.0831, 0.0651]",NA,0.04,"[-0.1589, 0.2417]"
224,Placental malaria,Weight-for-age Z score,All,>9-12 months,558,0,0.035,0.0243,"[-0.144, 0.2106]",-0.0089,"[-0.0844, 0.0629]",NA,0.0332,"[-0.1557, 0.2353]"
225,Placental malaria,Weight-for-age Z score,Multi,>9-12 months,437,1,0.0776,0.0472,"[-0.1501, 0.248]",-0.0138,"[-0.1009, 0.0727]",NA,0.0609,"[-0.1587, 0.2797]"
226,Placental malaria,Weight-for-age Z score,Multi,>9-12 months,437,0,0.0561,0.04,"[-0.1568, 0.2471]",-0.0136,"[-0.1047, 0.0705]",NA,0.0536,"[-0.1637, 0.275]"
227,Placental malaria,Weight-for-age Z score,Single,>9-12 months,121,1,0.6927,0.0122,"[-0.4273, 0.4614]",-0.0456,"[-0.3427, 0.2103]",NA,0.0578,"[-0.4561, 0.6142]"
228,Placental malaria,Weight-for-age Z score,Single,>9-12 months,121,0,-0.0267,-0.0182,"[-0.425, 0.4131]",0.016,"[-0.1611, 0.2003]",NA,-0.0343,"[-0.4693, 0.4246]"
229,Placental malaria,Weight-for-length Z score,All,Birth,596,1,-0.1641,0.0074,"[-0.1902, 0.2039]",0.0873,"[-0.0022, 0.1806]",NA,-0.08,"[-0.3134, 0.1583]"
230,Placental malaria,Weight-for-length Z score,All,Birth,596,0,-0.0888,-0.001,"[-0.191, 0.2064]",0.0903,"[-0.002, 0.183]",NA,-0.0914,"[-0.3143, 0.141]"
231,Placental malaria,Weight-for-length Z score,Multi,Birth,457,1,-0.1846,-0.0445,"[-0.2758, 0.1932]",0.1002,"[-0.007, 0.2145]",NA,-0.1448,"[-0.4116, 0.1194]"
232,Placental malaria,Weight-for-length Z score,Multi,Birth,457,0,-0.1574,-0.0528,"[-0.2905, 0.1904]",0.1075,"[-0.0006, 0.2252]",NA,-0.1603,"[-0.4194, 0.1009]"
233,Placental malaria,Weight-for-length Z score,Single,Birth,139,1,0.6349,0.3133,"[-0.1606, 0.804]",-0.0109,"[-0.4281, 0.3703]",NA,0.3242,"[-0.3251, 1.0277]"
234,Placental malaria,Weight-for-length Z score,Single,Birth,139,0,0.2635,0.2941,"[-0.1363, 0.738]",0.0329,"[-0.1558, 0.241]",NA,0.2611,"[-0.234, 0.7763]"
235,Placental malaria,Weight-for-length Z score,All,1 day-3 months,594,1,0.1889,0.1847,"[0.0325, 0.3461]",0.0419,"[-0.0238, 0.1125]",NA,0.1429,"[-0.0403, 0.323]"
236,Placental malaria,Weight-for-length Z score,All,1 day-3 months,594,0,0.1378,0.1777,"[0.0319, 0.3406]",0.0414,"[-0.0285, 0.1114]",NA,0.1363,"[-0.0314, 0.3103]"
237,Placental malaria,Weight-for-length Z score,Multi,1 day-3 months,457,1,0.1988,0.2432,"[0.068, 0.4209]",0.0343,"[-0.0443, 0.1163]",NA,0.2088,"[0.0155, 0.3936]"
238,Placental malaria,Weight-for-length Z score,Multi,1 day-3 months,457,0,0.2022,0.2378,"[0.0589, 0.4128]",0.0376,"[-0.0385, 0.1177]",NA,0.2002,"[0.0048, 0.394]"
239,Placental malaria,Weight-for-length Z score,Single,1 day-3 months,137,1,0.194,0.0423,"[-0.3521, 0.4229]",0.0245,"[-0.1129, 0.1769]",NA,0.0178,"[-0.3892, 0.4131]"
240,Placental malaria,Weight-for-length Z score,Single,1 day-3 months,137,0,-0.0146,0.0281,"[-0.34, 0.4148]",0.0464,"[-0.0843, 0.1901]",NA,-0.0183,"[-0.4209, 0.3864]"
241,Placental malaria,Weight-for-length Z score,All,>3-6 months,586,1,0.1672,0.1072,"[-0.0632, 0.2842]",0.007,"[-0.0702, 0.0844]",NA,0.1002,"[-0.1011, 0.3032]"
242,Placental malaria,Weight-for-length Z score,All,>3-6 months,586,0,0.0956,0.0991,"[-0.0703, 0.2882]",0.0057,"[-0.0706, 0.0805]",NA,0.0935,"[-0.0942, 0.29]"
243,Placental malaria,Weight-for-length Z score,Multi,>3-6 months,452,1,0.1535,0.1631,"[-0.0355, 0.3663]",-0.0021,"[-0.0939, 0.0897]",NA,0.1652,"[-0.0637, 0.3885]"
244,Placental malaria,Weight-for-length Z score,Multi,>3-6 months,452,0,0.1569,0.1563,"[-0.0455, 0.3592]",0.0016,"[-0.0869, 0.0918]",NA,0.1548,"[-0.0621, 0.3727]"
245,Placental malaria,Weight-for-length Z score,Single,>3-6 months,134,1,0.673,-0.0144,"[-0.4428, 0.4122]",-0.0442,"[-0.3348, 0.2258]",NA,0.0298,"[-0.4621, 0.5484]"
246,Placental malaria,Weight-for-length Z score,Single,>3-6 months,134,0,-0.0542,-0.0408,"[-0.4353, 0.3751]",0.0177,"[-0.1542, 0.2009]",NA,-0.0585,"[-0.4839, 0.3745]"
247,Placental malaria,Weight-for-length Z score,All,>6-9 months,568,1,0.1756,0.0895,"[-0.0815, 0.2675]",0.0042,"[-0.0699, 0.0787]",NA,0.0854,"[-0.1125, 0.288]"
248,Placental malaria,Weight-for-length Z score,All,>6-9 months,568,0,0.0813,0.0818,"[-0.0882, 0.2658]",0.0024,"[-0.0727, 0.0782]",NA,0.0794,"[-0.1085, 0.2754]"
249,Placental malaria,Weight-for-length Z score,Multi,>6-9 months,441,1,0.1557,0.1274,"[-0.0726, 0.3315]",-0.0154,"[-0.1107, 0.0695]",NA,0.1428,"[-0.0803, 0.3622]"
250,Placental malaria,Weight-for-length Z score,Multi,>6-9 months,441,0,0.1373,0.1204,"[-0.0773, 0.3262]",-0.0145,"[-0.1035, 0.0741]",NA,0.1349,"[-0.0811, 0.3567]"
251,Placental malaria,Weight-for-length Z score,Single,>6-9 months,127,1,0.7163,0.0112,"[-0.4141, 0.441]",0.0098,"[-0.1286, 0.1509]",NA,0.0013,"[-0.4279, 0.41]"
252,Placental malaria,Weight-for-length Z score,Single,>6-9 months,127,0,-0.0837,-0.0172,"[-0.4406, 0.4367]",0.0714,"[-0.0608, 0.2316]",NA,-0.0886,"[-0.5104, 0.3718]"
253,Placental malaria,Weight-for-length Z score,All,>9-12 months,558,1,0.1284,0.0456,"[-0.1293, 0.2274]",-0.0024,"[-0.0796, 0.0739]",NA,0.048,"[-0.1542, 0.2548]"
254,Placental malaria,Weight-for-length Z score,All,>9-12 months,558,0,0.0436,0.0379,"[-0.1396, 0.2304]",-0.004,"[-0.0778, 0.0691]",NA,0.0419,"[-0.1528, 0.2437]"
255,Placental malaria,Weight-for-length Z score,Multi,>9-12 months,437,1,0.1481,0.1209,"[-0.0854, 0.3323]",-0.0228,"[-0.1166, 0.0664]",NA,0.1436,"[-0.0877, 0.3722]"
256,Placental malaria,Weight-for-length Z score,Multi,>9-12 months,437,0,0.1371,0.1135,"[-0.0904, 0.3261]",-0.021,"[-0.1189, 0.0658]",NA,0.1345,"[-0.0919, 0.3629]"
257,Placental malaria,Weight-for-length Z score,Single,>9-12 months,121,1,0.1169,-0.1405,"[-0.5875, 0.3149]",0.022,"[-0.1191, 0.1788]",NA,-0.1626,"[-0.5969, 0.2664]"
258,Placental malaria,Weight-for-length Z score,Single,>9-12 months,121,0,-0.2042,-0.158,"[-0.5888, 0.2936]",0.0511,"[-0.0815, 0.21]",NA,-0.2091,"[-0.6405, 0.2528]"
